Torch: 2.8.0+cu128 | CUDA: 12.8 | GPU? True | Name: Tesla V100-PCIE-32GB
bitsandbytes import error: No module named 'bitsandbytes.cuda_setup'
Testing NECOUDBFM/Jellyfish-8B on wdc_20cc...
Running zero-shot for: wdc_20cc/wdc_automotive_test.txt
[computers_and_accessories_test.txt 790/818] last answer: 'No'
[computers_and_accessories_test.txt 791/818] last answer: 'No'
[computers_and_accessories_test.txt 792/818] last answer: 'No'
[computers_and_accessories_test.txt 793/818] last answer: 'No'
[computers_and_accessories_test.txt 794/818] last answer: 'No'
[computers_and_accessories_test.txt 795/818] last answer: 'No'
[computers_and_accessories_test.txt 796/818] last answer: 'No'
[computers_and_accessories_test.txt 797/818] last answer: 'No'
[computers_and_accessories_test.txt 798/818] last answer: 'No'
[computers_and_accessories_test.txt 799/818] last answer: 'No'
[computers_and_accessories_test.txt 800/818] last answer: 'No'
[computers_and_accessories_test.txt 801/818] last answer: 'No'
[computers_and_accessories_test.txt 802/818] last answer: 'No'
[computers_and_accessories_test.txt 803/818] last answer: 'No'
[computers_and_accessories_test.txt 804/818] last answer: 'No'
[computers_and_accessories_test.txt 805/818] last answer: 'No'
[computers_and_accessories_test.txt 806/818] last answer: 'No'
[computers_and_accessories_test.txt 807/818] last answer: 'Yes'
[computers_and_accessories_test.txt 808/818] last answer: 'No'
[computers_and_accessories_test.txt 809/818] last answer: 'No'
[computers_and_accessories_test.txt 810/818] last answer: 'No'
[computers_and_accessories_test.txt 811/818] last answer: 'No'
[computers_and_accessories_test.txt 812/818] last answer: 'No'
[computers_and_accessories_test.txt 813/818] last answer: 'No'
[computers_and_accessories_test.txt 814/818] last answer: 'No'
[computers_and_accessories_test.txt 815/818] last answer: 'No'
[computers_and_accessories_test.txt 816/818] last answer: 'No'
[computers_and_accessories_test.txt 817/818] last answer: 'No'
[computers_and_accessories_test.txt 818/818] last answer: 'No'

Domain: computers_and_accessories | Backend: hf | Model: NECOUDBFM/Jellyfish-8B | Pairs: 818 | F1+: 0.6884
Running zero-shot for: wdc_50cc_halfseen/home_and_garden_test.txt
[home_and_garden_test.txt 1/125] last answer: 'No'
[home_and_garden_test.txt 2/125] last answer: 'No'
[home_and_garden_test.txt 3/125] last answer: 'No'
[home_and_garden_test.txt 4/125] last answer: 'No'
[home_and_garden_test.txt 5/125] last answer: 'No'
[home_and_garden_test.txt 6/125] last answer: 'No'
[home_and_garden_test.txt 7/125] last answer: 'No'
[home_and_garden_test.txt 8/125] last answer: 'No'
[home_and_garden_test.txt 9/125] last answer: 'No'
[home_and_garden_test.txt 10/125] last answer: 'No'
[home_and_garden_test.txt 11/125] last answer: 'No'
[home_and_garden_test.txt 12/125] last answer: 'No'
[home_and_garden_test.txt 13/125] last answer: 'No'
[home_and_garden_test.txt 14/125] last answer: 'No'
[home_and_garden_test.txt 15/125] last answer: 'No'
[home_and_garden_test.txt 16/125] last answer: 'No'
[home_and_garden_test.txt 17/125] last answer: 'No'
[home_and_garden_test.txt 18/125] last answer: 'No'
[home_and_garden_test.txt 19/125] last answer: 'Yes'
[home_and_garden_test.txt 20/125] last answer: 'No'
[home_and_garden_test.txt 21/125] last answer: 'No'
[home_and_garden_test.txt 22/125] last answer: 'No'
[home_and_garden_test.txt 23/125] last answer: 'No'
[home_and_garden_test.txt 24/125] last answer: 'No'
[home_and_garden_test.txt 25/125] last answer: 'No'
[home_and_garden_test.txt 26/125] last answer: 'No'
[home_and_garden_test.txt 27/125] last answer: 'No'
[home_and_garden_test.txt 28/125] last answer: 'No'
[home_and_garden_test.txt 29/125] last answer: 'No'
[home_and_garden_test.txt 30/125] last answer: 'No'
[home_and_garden_test.txt 31/125] last answer: 'No'
[home_and_garden_test.txt 32/125] last answer: 'No'
[home_and_garden_test.txt 33/125] last answer: 'Yes'
[home_and_garden_test.txt 34/125] last answer: 'No'
[home_and_garden_test.txt 35/125] last answer: 'No'
[home_and_garden_test.txt 36/125] last answer: 'No'
[home_and_garden_test.txt 37/125] last answer: 'No'
[home_and_garden_test.txt 38/125] last answer: 'Yes'
[home_and_garden_test.txt 39/125] last answer: 'Yes'
[home_and_garden_test.txt 40/125] last answer: 'No'
[home_and_garden_test.txt 41/125] last answer: 'Yes'
[home_and_garden_test.txt 42/125] last answer: 'No'
[home_and_garden_test.txt 43/125] last answer: 'No'
[home_and_garden_test.txt 44/125] last answer: 'No'
[home_and_garden_test.txt 45/125] last answer: 'No'
[home_and_garden_test.txt 46/125] last answer: 'No'
[home_and_garden_test.txt 47/125] last answer: 'No'
[home_and_garden_test.txt 48/125] last answer: 'No'
[home_and_garden_test.txt 49/125] last answer: 'No'
[home_and_garden_test.txt 50/125] last answer: 'No'
[home_and_garden_test.txt 51/125] last answer: 'No'
[home_and_garden_test.txt 52/125] last answer: 'No'
[home_and_garden_test.txt 53/125] last answer: 'No'
[home_and_garden_test.txt 54/125] last answer: 'No'
[home_and_garden_test.txt 55/125] last answer: 'No'
[home_and_garden_test.txt 56/125] last answer: 'No'
[home_and_garden_test.txt 57/125] last answer: 'No'
[home_and_garden_test.txt 58/125] last answer: 'Yes'
[home_and_garden_test.txt 59/125] last answer: 'No'
[home_and_garden_test.txt 60/125] last answer: 'No'
[home_and_garden_test.txt 61/125] last answer: 'No'
[home_and_garden_test.txt 62/125] last answer: 'No'
[home_and_garden_test.txt 63/125] last answer: 'No'
[home_and_garden_test.txt 64/125] last answer: 'No'
[home_and_garden_test.txt 65/125] last answer: 'No'
[home_and_garden_test.txt 66/125] last answer: 'No'
[home_and_garden_test.txt 67/125] last answer: 'No'
[home_and_garden_test.txt 68/125] last answer: 'No'
[home_and_garden_test.txt 69/125] last answer: 'No'
[home_and_garden_test.txt 70/125] last answer: 'No'
[home_and_garden_test.txt 71/125] last answer: 'Yes'
[home_and_garden_test.txt 72/125] last answer: 'No'
[home_and_garden_test.txt 73/125] last answer: 'No'
[home_and_garden_test.txt 74/125] last answer: 'No'
[home_and_garden_test.txt 75/125] last answer: 'No'
[home_and_garden_test.txt 76/125] last answer: 'No'
[home_and_garden_test.txt 77/125] last answer: 'No'
[home_and_garden_test.txt 78/125] last answer: 'No'
[home_and_garden_test.txt 79/125] last answer: 'No'
[home_and_garden_test.txt 80/125] last answer: 'No'
[home_and_garden_test.txt 81/125] last answer: 'No'
[home_and_garden_test.txt 82/125] last answer: 'No'
[home_and_garden_test.txt 83/125] last answer: 'No'
[home_and_garden_test.txt 84/125] last answer: 'No'
[home_and_garden_test.txt 85/125] last answer: 'No'
[home_and_garden_test.txt 86/125] last answer: 'No'
[home_and_garden_test.txt 87/125] last answer: 'No'
[home_and_garden_test.txt 88/125] last answer: 'Yes'
[home_and_garden_test.txt 89/125] last answer: 'No'
[home_and_garden_test.txt 90/125] last answer: 'No'
[home_and_garden_test.txt 91/125] last answer: 'No'
[home_and_garden_test.txt 92/125] last answer: 'No'
[home_and_garden_test.txt 93/125] last answer: 'No'
[home_and_garden_test.txt 94/125] last answer: 'No'
[home_and_garden_test.txt 95/125] last answer: 'No'
[home_and_garden_test.txt 96/125] last answer: 'No'
[home_and_garden_test.txt 97/125] last answer: 'Yes'
[home_and_garden_test.txt 98/125] last answer: 'No'
[home_and_garden_test.txt 99/125] last answer: 'No'
[home_and_garden_test.txt 100/125] last answer: 'No'
[home_and_garden_test.txt 101/125] last answer: 'No'
[home_and_garden_test.txt 102/125] last answer: 'No'
[home_and_garden_test.txt 103/125] last answer: 'No'
[home_and_garden_test.txt 104/125] last answer: 'No'
[home_and_garden_test.txt 105/125] last answer: 'No'
[home_and_garden_test.txt 106/125] last answer: 'No'
[home_and_garden_test.txt 107/125] last answer: 'No'
[home_and_garden_test.txt 108/125] last answer: 'No'
[home_and_garden_test.txt 109/125] last answer: 'No'
[home_and_garden_test.txt 110/125] last answer: 'No'
[home_and_garden_test.txt 111/125] last answer: 'No'
[home_and_garden_test.txt 112/125] last answer: 'No'
[home_and_garden_test.txt 113/125] last answer: 'No'
[home_and_garden_test.txt 114/125] last answer: 'No'
[home_and_garden_test.txt 115/125] last answer: 'No'
[home_and_garden_test.txt 116/125] last answer: 'Yes'
[home_and_garden_test.txt 117/125] last answer: 'No'
[home_and_garden_test.txt 118/125] last answer: 'No'
[home_and_garden_test.txt 119/125] last answer: 'No'
[home_and_garden_test.txt 120/125] last answer: 'No'
[home_and_garden_test.txt 121/125] last answer: 'No'
[home_and_garden_test.txt 122/125] last answer: 'Yes'
[home_and_garden_test.txt 123/125] last answer: 'No'
[home_and_garden_test.txt 124/125] last answer: 'No'
[home_and_garden_test.txt 125/125] last answer: 'No'

Domain: home_and_garden | Backend: hf | Model: NECOUDBFM/Jellyfish-8B | Pairs: 125 | F1+: 0.5789
Running zero-shot for: wdc_50cc_halfseen/jewelry_test.txt
[jewelry_test.txt 1/367] last answer: 'No'
[jewelry_test.txt 2/367] last answer: 'No'
[jewelry_test.txt 3/367] last answer: 'Yes'
[jewelry_test.txt 4/367] last answer: 'No'
[jewelry_test.txt 5/367] last answer: 'No'
[jewelry_test.txt 6/367] last answer: 'No'
[jewelry_test.txt 7/367] last answer: 'No'
[jewelry_test.txt 8/367] last answer: 'No'
[jewelry_test.txt 9/367] last answer: 'No'
[jewelry_test.txt 10/367] last answer: 'No'
[jewelry_test.txt 11/367] last answer: 'No'
[jewelry_test.txt 12/367] last answer: 'No'
[jewelry_test.txt 13/367] last answer: 'No'
[jewelry_test.txt 14/367] last answer: 'No'
[jewelry_test.txt 15/367] last answer: 'No'
[jewelry_test.txt 16/367] last answer: 'No'
[jewelry_test.txt 17/367] last answer: 'No'
[jewelry_test.txt 18/367] last answer: 'Yes'
[jewelry_test.txt 19/367] last answer: 'No'
[jewelry_test.txt 20/367] last answer: 'No'
[jewelry_test.txt 21/367] last answer: 'No'
[jewelry_test.txt 22/367] last answer: 'Yes'
[jewelry_test.txt 23/367] last answer: 'No'
[jewelry_test.txt 24/367] last answer: 'No'
[jewelry_test.txt 25/367] last answer: 'Yes'
[jewelry_test.txt 26/367] last answer: 'No'
[jewelry_test.txt 27/367] last answer: 'No'
[jewelry_test.txt 28/367] last answer: 'No'
[jewelry_test.txt 29/367] last answer: 'No'
[jewelry_test.txt 30/367] last answer: 'No'
[jewelry_test.txt 31/367] last answer: 'No'
[jewelry_test.txt 32/367] last answer: 'Yes'
[jewelry_test.txt 33/367] last answer: 'No'
[jewelry_test.txt 34/367] last answer: 'Yes'
[jewelry_test.txt 35/367] last answer: 'No'
[jewelry_test.txt 36/367] last answer: 'No'
[jewelry_test.txt 37/367] last answer: 'No'
[jewelry_test.txt 38/367] last answer: 'No'
[jewelry_test.txt 39/367] last answer: 'No'
[jewelry_test.txt 40/367] last answer: 'No'
[jewelry_test.txt 41/367] last answer: 'No'
[jewelry_test.txt 42/367] last answer: 'No'
[jewelry_test.txt 43/367] last answer: 'Yes'
[jewelry_test.txt 44/367] last answer: 'No'
[jewelry_test.txt 45/367] last answer: 'No'
[jewelry_test.txt 46/367] last answer: 'No'
[jewelry_test.txt 47/367] last answer: 'No'
[jewelry_test.txt 48/367] last answer: 'No'
[jewelry_test.txt 49/367] last answer: 'No'
[jewelry_test.txt 50/367] last answer: 'No'
[jewelry_test.txt 51/367] last answer: 'No'
[jewelry_test.txt 52/367] last answer: 'No'
[jewelry_test.txt 53/367] last answer: 'Yes'
[jewelry_test.txt 54/367] last answer: 'No'
[jewelry_test.txt 55/367] last answer: 'Yes'
[jewelry_test.txt 56/367] last answer: 'No'
[jewelry_test.txt 57/367] last answer: 'No'
[jewelry_test.txt 58/367] last answer: 'No'
[jewelry_test.txt 59/367] last answer: 'No'
[jewelry_test.txt 60/367] last answer: 'No'
[jewelry_test.txt 61/367] last answer: 'No'
[jewelry_test.txt 62/367] last answer: 'No'
[jewelry_test.txt 63/367] last answer: 'No'
[jewelry_test.txt 64/367] last answer: 'No'
[jewelry_test.txt 65/367] last answer: 'No'
[jewelry_test.txt 66/367] last answer: 'Yes'
[jewelry_test.txt 67/367] last answer: 'No'
[jewelry_test.txt 68/367] last answer: 'No'
[jewelry_test.txt 69/367] last answer: 'No'
[jewelry_test.txt 70/367] last answer: 'No'
[jewelry_test.txt 71/367] last answer: 'No'
[jewelry_test.txt 72/367] last answer: 'No'
[jewelry_test.txt 73/367] last answer: 'No'
[jewelry_test.txt 74/367] last answer: 'No'
[jewelry_test.txt 75/367] last answer: 'No'
[jewelry_test.txt 76/367] last answer: 'No'
[jewelry_test.txt 77/367] last answer: 'No'
[jewelry_test.txt 78/367] last answer: 'No'
[jewelry_test.txt 79/367] last answer: 'No'
[jewelry_test.txt 80/367] last answer: 'No'
[jewelry_test.txt 81/367] last answer: 'No'
[jewelry_test.txt 82/367] last answer: 'No'
[jewelry_test.txt 83/367] last answer: 'No'
[jewelry_test.txt 84/367] last answer: 'No'
[jewelry_test.txt 85/367] last answer: 'No'
[jewelry_test.txt 86/367] last answer: 'No'
[jewelry_test.txt 87/367] last answer: 'No'
[jewelry_test.txt 88/367] last answer: 'Yes'
[jewelry_test.txt 89/367] last answer: 'No'
[jewelry_test.txt 90/367] last answer: 'No'
[jewelry_test.txt 91/367] last answer: 'No'
[jewelry_test.txt 92/367] last answer: 'No'
[jewelry_test.txt 93/367] last answer: 'No'
[jewelry_test.txt 94/367] last answer: 'No'
[jewelry_test.txt 95/367] last answer: 'No'
[jewelry_test.txt 96/367] last answer: 'No'
[jewelry_test.txt 97/367] last answer: 'No'
[jewelry_test.txt 98/367] last answer: 'No'
[jewelry_test.txt 99/367] last answer: 'No'
[jewelry_test.txt 100/367] last answer: 'No'
[jewelry_test.txt 101/367] last answer: 'No'
[jewelry_test.txt 102/367] last answer: 'No'
[jewelry_test.txt 103/367] last answer: 'No'
[jewelry_test.txt 104/367] last answer: 'No'
[jewelry_test.txt 105/367] last answer: 'No'
[jewelry_test.txt 106/367] last answer: 'No'
[jewelry_test.txt 107/367] last answer: 'No'
[jewelry_test.txt 108/367] last answer: 'No'
[jewelry_test.txt 109/367] last answer: 'No'
[jewelry_test.txt 110/367] last answer: 'Yes'
[jewelry_test.txt 111/367] last answer: 'No'
[jewelry_test.txt 112/367] last answer: 'No'
[jewelry_test.txt 113/367] last answer: 'No'
[jewelry_test.txt 114/367] last answer: 'No'
[jewelry_test.txt 115/367] last answer: 'No'
[jewelry_test.txt 116/367] last answer: 'No'
[jewelry_test.txt 117/367] last answer: 'No'
[jewelry_test.txt 118/367] last answer: 'No'
[jewelry_test.txt 119/367] last answer: 'No'
[jewelry_test.txt 120/367] last answer: 'No'
[jewelry_test.txt 121/367] last answer: 'No'
[jewelry_test.txt 122/367] last answer: 'Yes'
[jewelry_test.txt 123/367] last answer: 'No'
[jewelry_test.txt 124/367] last answer: 'No'
[jewelry_test.txt 125/367] last answer: 'No'
[jewelry_test.txt 126/367] last answer: 'No'
[jewelry_test.txt 127/367] last answer: 'No'
[jewelry_test.txt 128/367] last answer: 'No'
[jewelry_test.txt 129/367] last answer: 'No'
[jewelry_test.txt 130/367] last answer: 'No'
[jewelry_test.txt 131/367] last answer: 'No'
[jewelry_test.txt 132/367] last answer: 'No'
[jewelry_test.txt 133/367] last answer: 'No'
[jewelry_test.txt 134/367] last answer: 'No'
[jewelry_test.txt 135/367] last answer: 'No'
[jewelry_test.txt 136/367] last answer: 'No'
[jewelry_test.txt 137/367] last answer: 'No'
[jewelry_test.txt 138/367] last answer: 'No'
[jewelry_test.txt 139/367] last answer: 'No'
[jewelry_test.txt 140/367] last answer: 'No'
[jewelry_test.txt 141/367] last answer: 'No'
[jewelry_test.txt 142/367] last answer: 'No'
[jewelry_test.txt 143/367] last answer: 'No'
[jewelry_test.txt 144/367] last answer: 'No'
[jewelry_test.txt 145/367] last answer: 'No'
[jewelry_test.txt 146/367] last answer: 'No'
[jewelry_test.txt 147/367] last answer: 'No'
[jewelry_test.txt 148/367] last answer: 'No'
[jewelry_test.txt 149/367] last answer: 'No'
[jewelry_test.txt 150/367] last answer: 'No'
[jewelry_test.txt 151/367] last answer: 'No'
[jewelry_test.txt 152/367] last answer: 'No'
[jewelry_test.txt 153/367] last answer: 'Yes'
[jewelry_test.txt 154/367] last answer: 'No'
[jewelry_test.txt 155/367] last answer: 'No'
[jewelry_test.txt 156/367] last answer: 'No'
[jewelry_test.txt 157/367] last answer: 'No'
[jewelry_test.txt 158/367] last answer: 'No'
[jewelry_test.txt 159/367] last answer: 'Yes'
[jewelry_test.txt 160/367] last answer: 'Yes'
[jewelry_test.txt 161/367] last answer: 'No'
[jewelry_test.txt 162/367] last answer: 'No'
[jewelry_test.txt 163/367] last answer: 'No'
[jewelry_test.txt 164/367] last answer: 'No'
[jewelry_test.txt 165/367] last answer: 'No'
[jewelry_test.txt 166/367] last answer: 'No'
[jewelry_test.txt 167/367] last answer: 'No'
[jewelry_test.txt 168/367] last answer: 'No'
[jewelry_test.txt 169/367] last answer: 'No'
[jewelry_test.txt 170/367] last answer: 'No'
[jewelry_test.txt 171/367] last answer: 'No'
[jewelry_test.txt 172/367] last answer: 'No'
[jewelry_test.txt 173/367] last answer: 'No'
[jewelry_test.txt 174/367] last answer: 'No'
[jewelry_test.txt 175/367] last answer: 'Yes'
[jewelry_test.txt 176/367] last answer: 'No'
[jewelry_test.txt 177/367] last answer: 'No'
[jewelry_test.txt 178/367] last answer: 'No'
[jewelry_test.txt 179/367] last answer: 'No'
[jewelry_test.txt 180/367] last answer: 'No'
[jewelry_test.txt 181/367] last answer: 'No'
[jewelry_test.txt 182/367] last answer: 'No'
[jewelry_test.txt 183/367] last answer: 'No'
[jewelry_test.txt 184/367] last answer: 'No'
[jewelry_test.txt 185/367] last answer: 'No'
[jewelry_test.txt 186/367] last answer: 'No'
[jewelry_test.txt 187/367] last answer: 'No'
[jewelry_test.txt 188/367] last answer: 'No'
[jewelry_test.txt 189/367] last answer: 'No'
[jewelry_test.txt 190/367] last answer: 'No'
[jewelry_test.txt 191/367] last answer: 'No'
[jewelry_test.txt 192/367] last answer: 'No'
[jewelry_test.txt 193/367] last answer: 'No'
[jewelry_test.txt 194/367] last answer: 'No'
[jewelry_test.txt 195/367] last answer: 'No'
[jewelry_test.txt 196/367] last answer: 'No'
[jewelry_test.txt 197/367] last answer: 'No'
[jewelry_test.txt 198/367] last answer: 'No'
[jewelry_test.txt 199/367] last answer: 'No'
[jewelry_test.txt 200/367] last answer: 'No'
[jewelry_test.txt 201/367] last answer: 'No'
[jewelry_test.txt 202/367] last answer: 'No'
[jewelry_test.txt 203/367] last answer: 'No'
[jewelry_test.txt 204/367] last answer: 'No'
[jewelry_test.txt 205/367] last answer: 'No'
[jewelry_test.txt 206/367] last answer: 'No'
[jewelry_test.txt 207/367] last answer: 'No'
[jewelry_test.txt 208/367] last answer: 'No'
[jewelry_test.txt 209/367] last answer: 'No'
[jewelry_test.txt 210/367] last answer: 'No'
[jewelry_test.txt 211/367] last answer: 'No'
[jewelry_test.txt 212/367] last answer: 'Yes'
[jewelry_test.txt 213/367] last answer: 'No'
[jewelry_test.txt 214/367] last answer: 'No'
[jewelry_test.txt 215/367] last answer: 'No'
[jewelry_test.txt 216/367] last answer: 'No'
[jewelry_test.txt 217/367] last answer: 'Yes'
[jewelry_test.txt 218/367] last answer: 'No'
[jewelry_test.txt 219/367] last answer: 'No'
[jewelry_test.txt 220/367] last answer: 'No'
[jewelry_test.txt 221/367] last answer: 'No'
[jewelry_test.txt 222/367] last answer: 'No'
[jewelry_test.txt 223/367] last answer: 'No'
[jewelry_test.txt 224/367] last answer: 'No'
[jewelry_test.txt 225/367] last answer: 'No'
[jewelry_test.txt 226/367] last answer: 'No'
[jewelry_test.txt 227/367] last answer: 'No'
[jewelry_test.txt 228/367] last answer: 'No'
[jewelry_test.txt 229/367] last answer: 'No'
[jewelry_test.txt 230/367] last answer: 'No'
[jewelry_test.txt 231/367] last answer: 'No'
[jewelry_test.txt 232/367] last answer: 'Yes'
[jewelry_test.txt 233/367] last answer: 'No'
[jewelry_test.txt 234/367] last answer: 'No'
[jewelry_test.txt 235/367] last answer: 'No'
[jewelry_test.txt 236/367] last answer: 'No'
[jewelry_test.txt 237/367] last answer: 'No'
[jewelry_test.txt 238/367] last answer: 'No'
[jewelry_test.txt 239/367] last answer: 'No'
[jewelry_test.txt 240/367] last answer: 'No'
[jewelry_test.txt 241/367] last answer: 'No'
[jewelry_test.txt 242/367] last answer: 'No'
[jewelry_test.txt 243/367] last answer: 'No'
[jewelry_test.txt 244/367] last answer: 'No'
[jewelry_test.txt 245/367] last answer: 'No'
[jewelry_test.txt 246/367] last answer: 'No'
[jewelry_test.txt 247/367] last answer: 'No'
[jewelry_test.txt 248/367] last answer: 'No'
[jewelry_test.txt 249/367] last answer: 'No'
[jewelry_test.txt 250/367] last answer: 'Yes'
[jewelry_test.txt 251/367] last answer: 'Yes'
[jewelry_test.txt 252/367] last answer: 'Yes'
[jewelry_test.txt 253/367] last answer: 'No'
[jewelry_test.txt 254/367] last answer: 'No'
[jewelry_test.txt 255/367] last answer: 'No'
[jewelry_test.txt 256/367] last answer: 'No'
[jewelry_test.txt 257/367] last answer: 'No'
[jewelry_test.txt 258/367] last answer: 'No'
[jewelry_test.txt 259/367] last answer: 'Yes'
[jewelry_test.txt 260/367] last answer: 'No'
[jewelry_test.txt 261/367] last answer: 'No'
[jewelry_test.txt 262/367] last answer: 'No'
[jewelry_test.txt 263/367] last answer: 'No'
[jewelry_test.txt 264/367] last answer: 'No'
[jewelry_test.txt 265/367] last answer: 'No'
[jewelry_test.txt 266/367] last answer: 'No'
[jewelry_test.txt 267/367] last answer: 'No'
[jewelry_test.txt 268/367] last answer: 'No'
[jewelry_test.txt 269/367] last answer: 'No'
[jewelry_test.txt 270/367] last answer: 'No'
[jewelry_test.txt 271/367] last answer: 'No'
[jewelry_test.txt 272/367] last answer: 'No'
[jewelry_test.txt 273/367] last answer: 'No'
[jewelry_test.txt 274/367] last answer: 'No'
[jewelry_test.txt 275/367] last answer: 'No'
[jewelry_test.txt 276/367] last answer: 'No'
[jewelry_test.txt 277/367] last answer: 'No'
[jewelry_test.txt 278/367] last answer: 'No'
[jewelry_test.txt 279/367] last answer: 'No'
[jewelry_test.txt 280/367] last answer: 'No'
[jewelry_test.txt 281/367] last answer: 'No'
[jewelry_test.txt 282/367] last answer: 'No'
[jewelry_test.txt 283/367] last answer: 'No'
[jewelry_test.txt 284/367] last answer: 'No'
[jewelry_test.txt 285/367] last answer: 'Yes'
[jewelry_test.txt 286/367] last answer: 'Yes'
[jewelry_test.txt 287/367] last answer: 'No'
[jewelry_test.txt 288/367] last answer: 'No'
[jewelry_test.txt 289/367] last answer: 'No'
[jewelry_test.txt 290/367] last answer: 'No'
[jewelry_test.txt 291/367] last answer: 'Yes'
[jewelry_test.txt 292/367] last answer: 'No'
[jewelry_test.txt 293/367] last answer: 'No'
[jewelry_test.txt 294/367] last answer: 'Yes'
[jewelry_test.txt 295/367] last answer: 'No'
[jewelry_test.txt 296/367] last answer: 'No'
[jewelry_test.txt 297/367] last answer: 'No'
[jewelry_test.txt 298/367] last answer: 'No'
[jewelry_test.txt 299/367] last answer: 'Yes'
[jewelry_test.txt 300/367] last answer: 'No'
[jewelry_test.txt 301/367] last answer: 'No'
[jewelry_test.txt 302/367] last answer: 'No'
[jewelry_test.txt 303/367] last answer: 'No'
[jewelry_test.txt 304/367] last answer: 'No'
[jewelry_test.txt 305/367] last answer: 'No'
[jewelry_test.txt 306/367] last answer: 'Yes'
[jewelry_test.txt 307/367] last answer: 'No'
[jewelry_test.txt 308/367] last answer: 'No'
[jewelry_test.txt 309/367] last answer: 'Yes'
[jewelry_test.txt 310/367] last answer: 'No'
[jewelry_test.txt 311/367] last answer: 'No'
[jewelry_test.txt 312/367] last answer: 'No'
[jewelry_test.txt 313/367] last answer: 'No'
[jewelry_test.txt 314/367] last answer: 'No'
[jewelry_test.txt 315/367] last answer: 'No'
[jewelry_test.txt 316/367] last answer: 'No'
[jewelry_test.txt 317/367] last answer: 'No'
[jewelry_test.txt 318/367] last answer: 'No'
[jewelry_test.txt 319/367] last answer: 'No'
[jewelry_test.txt 320/367] last answer: 'No'
[jewelry_test.txt 321/367] last answer: 'No'
[jewelry_test.txt 322/367] last answer: 'No'
[jewelry_test.txt 323/367] last answer: 'No'
[jewelry_test.txt 324/367] last answer: 'No'
[jewelry_test.txt 325/367] last answer: 'No'
[jewelry_test.txt 326/367] last answer: 'No'
[jewelry_test.txt 327/367] last answer: 'No'
[jewelry_test.txt 328/367] last answer: 'No'
[jewelry_test.txt 329/367] last answer: 'No'
[jewelry_test.txt 330/367] last answer: 'No'
[jewelry_test.txt 331/367] last answer: 'No'
[jewelry_test.txt 332/367] last answer: 'No'
[jewelry_test.txt 333/367] last answer: 'No'
[jewelry_test.txt 334/367] last answer: 'No'
[jewelry_test.txt 335/367] last answer: 'No'
[jewelry_test.txt 336/367] last answer: 'No'
[jewelry_test.txt 337/367] last answer: 'Yes'
[jewelry_test.txt 338/367] last answer: 'No'
[jewelry_test.txt 339/367] last answer: 'No'
[jewelry_test.txt 340/367] last answer: 'No'
[jewelry_test.txt 341/367] last answer: 'No'
[jewelry_test.txt 342/367] last answer: 'No'
[jewelry_test.txt 343/367] last answer: 'No'
[jewelry_test.txt 344/367] last answer: 'No'
[jewelry_test.txt 345/367] last answer: 'No'
[jewelry_test.txt 346/367] last answer: 'No'
[jewelry_test.txt 347/367] last answer: 'Yes'
[jewelry_test.txt 348/367] last answer: 'No'
[jewelry_test.txt 349/367] last answer: 'No'
[jewelry_test.txt 350/367] last answer: 'No'
[jewelry_test.txt 351/367] last answer: 'No'
[jewelry_test.txt 352/367] last answer: 'No'
[jewelry_test.txt 353/367] last answer: 'No'
[jewelry_test.txt 354/367] last answer: 'No'
[jewelry_test.txt 355/367] last answer: 'No'
[jewelry_test.txt 356/367] last answer: 'No'
[jewelry_test.txt 357/367] last answer: 'Yes'
[jewelry_test.txt 358/367] last answer: 'Yes'
[jewelry_test.txt 359/367] last answer: 'No'
[jewelry_test.txt 360/367] last answer: 'No'
[jewelry_test.txt 361/367] last answer: 'Yes'
[jewelry_test.txt 362/367] last answer: 'No'
[jewelry_test.txt 363/367] last answer: 'No'
[jewelry_test.txt 364/367] last answer: 'No'
[jewelry_test.txt 365/367] last answer: 'No'
[jewelry_test.txt 366/367] last answer: 'No'
[jewelry_test.txt 367/367] last answer: 'Yes'

Domain: jewelry | Backend: hf | Model: NECOUDBFM/Jellyfish-8B | Pairs: 367 | F1+: 0.5714
Running zero-shot for: wdc_50cc_halfseen/musical_instruments_test.txt
[musical_instruments_test.txt 1/81] last answer: 'No'
[musical_instruments_test.txt 2/81] last answer: 'No'
[musical_instruments_test.txt 3/81] last answer: 'Yes'
[musical_instruments_test.txt 4/81] last answer: 'No'
[musical_instruments_test.txt 5/81] last answer: 'Yes'
[musical_instruments_test.txt 6/81] last answer: 'No'
[musical_instruments_test.txt 7/81] last answer: 'Yes'
[musical_instruments_test.txt 8/81] last answer: 'No'
[musical_instruments_test.txt 9/81] last answer: 'No'
[musical_instruments_test.txt 10/81] last answer: 'No'
[musical_instruments_test.txt 11/81] last answer: 'No'
[musical_instruments_test.txt 12/81] last answer: 'Yes'
[musical_instruments_test.txt 13/81] last answer: 'No'
[musical_instruments_test.txt 14/81] last answer: 'Yes'
[musical_instruments_test.txt 15/81] last answer: 'No'
[musical_instruments_test.txt 16/81] last answer: 'No'
[musical_instruments_test.txt 17/81] last answer: 'No'
[musical_instruments_test.txt 18/81] last answer: 'Yes'
[musical_instruments_test.txt 19/81] last answer: 'No'
[musical_instruments_test.txt 20/81] last answer: 'No'
[musical_instruments_test.txt 21/81] last answer: 'No'
[musical_instruments_test.txt 22/81] last answer: 'No'
